代码,名称,类型,现价,涨跌幅,RSI6,K值,量比,反弹空间,更新时间
600859,王府井,A-点火反弹,10.99,0.55%,26.9,19.5,1.24,11.9%,2026-05-27
002187,广百股份,A-点火反弹,5.63,-0.35%,26.5,21.8,2.13,11.8%,2026-05-27
