代码,名称,类型,现价,涨跌幅,RSI6,K值,量比,反弹空间,更新时间
600733,北汽蓝谷,A-点火反弹,7.17,0.7%,22.7,25.9,1.12,5.3%,2026-05-08
600603,广汇物流,A-点火反弹,5.78,3.77%,29.5,10.5,1.26,19.9%,2026-05-08
