代码,名称,类型,现价,涨跌幅,RSI6,K值,量比,反弹空间,更新时间
600382,广东明珠,A-点火反弹,8.35,1.58%,26.3,23.4,1.58,3.8%,2026-06-16
603165,荣晟环保,B-极致企稳,15.41,-0.32%,24.4,30.4,0.81,6.9%,2026-06-16
