代码,名称,类型,现价,涨跌幅,RSI6,K值,量比,反弹空间,更新时间
600712,南宁百货,B-极致企稳,6.22,0.32%,21.3,26.5,1.04,7.9%,2026-03-09
000796,凯撒旅业,B-极致企稳,5.41,-1.28%,24.7,23.6,0.73,19.5%,2026-03-09
000955,欣龙控股,B-极致企稳,5.42,-1.81%,22.2,25.9,0.84,10.6%,2026-03-09
002752,昇兴股份,B-极致企稳,6.33,-0.94%,24.7,25.9,0.74,10.4%,2026-03-09
