代码,名称,类型,现价,涨跌幅,RSI6,K值,量比,反弹空间,更新时间
600603,广汇物流,A-点火反弹,5.78,3.77%,29.5,10.5,1.26,19.9%,2026-05-08
600618,氯碱化工,A-点火反弹,12.29,-0.41%,23.0,21.7,1.34,11.1%,2026-05-14
