代码,名称,类型,现价,涨跌幅,RSI6,K值,量比,反弹空间,更新时间
000561,烽火电子,A-点火反弹,9.51,2.37%,29.8,28.4,1.35,9.5%,2026-04-30
601238,广汽集团,A-点火反弹,7.03,0.0%,27.6,25.0,1.19,7.4%,2026-04-30
601319,中国人保,A-点火反弹,7.18,-0.28%,29.4,24.6,1.43,13.4%,2026-04-30
601608,中信重工,A-点火反弹,6.05,1.85%,26.8,20.9,1.2,12.1%,2026-04-30
600057,厦门象屿,A-点火反弹,7.23,-0.82%,25.9,27.8,1.16,11.6%,2026-04-30
