代码,名称,类型,现价,涨跌幅,RSI6,K值,量比,反弹空间,更新时间
000617,中油资本,A-点火反弹,7.25,1.83%,27.7,12.5,1.21,26.3%,2026-06-12
600127,金健米业,A-点火反弹,5.84,0.86%,25.0,20.7,1.11,14.9%,2026-06-12
002107,沃华医药,A-点火反弹,6.03,2.03%,29.5,17.1,1.32,14.5%,2026-06-12
