日期,代码,类型,触发价,后1日%,后3日%,后5日%,后10日%
2013-07-02,002457,1-共振金叉(精选),5.82,-1.72,-1.2,-5.0,-5.0
2018-06-26,002457,0-点火启动(精选),6.61,-0.45,3.33,3.03,-5.0
2016-01-14,002484,0-点火启动(精选),7.17,-5.0,-5.0,-5.0,-5.0
2019-05-10,002484,0-点火启动(精选),5.42,-2.58,-5.0,-5.0,-5.0
2023-10-26,002484,0-点火启动(精选),14.37,8.0,10.0,10.0,10.0
2018-06-05,002521,0-点火启动(精选),5.92,-1.01,-5.0,-5.0,-5.0
2018-06-06,002521,1-共振金叉(精选),5.86,-1.37,-3.92,-5.0,-5.0
2018-06-05,000885,2-极致缩量(精选),10.06,1.09,-2.49,-5.0,-5.0
2018-10-19,000885,1-共振金叉(精选),6.34,3.79,2.68,1.89,5.05
2021-02-09,000885,0-点火启动(精选),7.94,-1.64,4.91,6.3,8.31
2016-03-03,002215,0-点火启动(精选),9.85,-5.0,-5.0,-5.0,-5.0
2017-04-21,002215,0-点火启动(精选),8.12,0.49,-1.97,-5.0,-5.0
2017-05-31,002215,0-点火启动(精选),6.29,-4.77,-5.0,-5.0,-5.0
2017-11-28,002215,2-极致缩量(精选),5.61,2.85,1.96,-0.53,3.57
2011-10-25,000726,0-点火启动(精选),5.08,0.39,4.92,3.94,4.13
2017-11-28,002492,0-点火启动(精选),6.92,-1.01,-0.72,-1.88,0.72
2007-11-15,600871,2-极致缩量(精选),6.55,-0.76,6.11,-3.05,-5.0
2001-02-27,000011,1-共振金叉(精选),5.36,-1.87,1.87,4.48,3.73
2008-02-04,000011,1-共振金叉(精选),6.05,3.8,5.12,4.63,-5.0
2020-02-10,000011,0-点火启动(精选),5.72,2.62,2.8,6.47,4.72
2020-12-15,000011,2-极致缩量(精选),10.84,-1.38,-1.94,-4.24,-5.0
2018-06-25,603989,2-极致缩量(精选),20.44,0.1,-5.0,-5.0,-5.0
2018-06-26,603989,1-共振金叉(精选),20.46,-0.34,-5.0,-5.0,-5.0
2022-02-07,603989,1-共振金叉(精选),33.34,0.96,3.0,-2.88,-1.5
2022-03-31,603989,0-点火启动(精选),26.15,0.38,-1.91,-5.0,-5.0
2010-05-21,600218,0-点火启动(精选),7.58,6.46,4.62,5.94,10.0
2010-07-05,600218,0-点火启动(精选),6.36,10.0,10.0,10.0,10.0
2017-12-11,600218,0-点火启动(精选),6.74,-2.23,-2.23,-0.89,-5.0
2024-02-08,600218,1-共振金叉(精选),6.18,4.37,10.0,10.0,10.0
2018-05-08,603886,0-点火启动(精选),8.59,0.0,-0.7,5.12,10.0
2018-10-17,603886,2-极致缩量(精选),7.06,-5.0,-5.0,-5.0,-5.0
2019-08-09,603886,0-点火启动(精选),14.89,-5.0,-5.0,-5.0,-5.0
2024-08-29,603886,2-极致缩量(精选),11.43,1.92,2.89,1.75,-5.0
2011-10-11,002213,0-点火启动(精选),9.4,2.98,8.19,10.0,-5.0
2012-12-04,002213,1-共振金叉(精选),5.22,3.64,4.21,4.6,6.51
2017-12-26,002213,2-极致缩量(精选),17.2,-0.99,-1.8,-1.16,-5.0
2018-09-13,002213,2-极致缩量(精选),9.57,-2.82,-5.0,-5.0,-5.0
2022-10-12,002213,0-点火启动(精选),12.08,-0.08,2.65,10.0,10.0
2024-01-25,002213,0-点火启动(精选),11.81,-0.42,-5.0,-5.0,-5.0
2016-01-14,002364,1-共振金叉(精选),19.62,-3.57,-5.0,-5.0,-5.0
2017-05-26,002364,0-点火启动(精选),12.78,0.23,-5.0,-5.0,-5.0
2017-05-31,002364,2-极致缩量(精选),12.81,-5.0,-5.0,-5.0,-5.0
2019-05-09,002364,0-点火启动(精选),9.04,2.65,4.87,10.0,10.0
2001-08-10,000962,0-点火启动(精选),20.44,1.96,1.76,1.08,-3.82
2002-11-28,000962,0-点火启动(精选),8.54,1.76,-0.7,-0.59,-2.34
2008-09-12,000962,2-极致缩量(精选),6.71,1.04,1.64,10.0,10.0
2012-06-11,000962,0-点火启动(精选),14.79,-1.08,1.15,1.83,-5.0
2017-04-14,000962,2-极致缩量(精选),10.27,-2.14,-5.0,-5.0,-5.0
2018-06-26,000962,0-点火启动(精选),5.28,-0.19,0.19,-0.57,0.57
2024-07-19,002270,0-点火启动(精选),16.61,2.41,1.51,6.98,10.0
2017-01-20,600570,0-点火启动(精选),13.25,0.38,-0.45,0.6,2.34
2017-01-23,002728,0-点火启动(精选),9.75,-3.08,-5.0,-5.0,-5.0
2018-02-12,603326,1-共振金叉(精选),6.44,-0.62,1.09,6.21,10.0
2018-02-13,603326,2-极致缩量(精选),6.4,0.47,3.28,10.0,10.0
2020-10-09,603326,0-点火启动(精选),9.8,1.84,1.12,1.12,0.71
2020-12-31,603326,2-极致缩量(精选),7.57,0.4,-3.3,-5.0,-5.0
2022-04-29,603326,0-点火启动(精选),5.92,5.74,5.07,5.74,10.0
2014-12-26,002401,0-点火启动(精选),12.38,-5.0,-5.0,-5.0,-5.0
2018-06-25,002401,0-点火启动(精选),7.01,3.57,2.14,5.56,10.0
2018-06-25,600838,0-点火启动(精选),6.45,2.48,-1.4,0.16,-5.0
1993-05-28,000020,2-极致缩量(精选),6.79,0.44,-1.62,-1.18,-5.0
2003-05-15,000020,0-点火启动(精选),6.77,-1.33,1.77,0.89,5.76
2011-12-19,000020,2-极致缩量(精选),5.72,-0.35,-5.0,-5.0,-5.0
2011-12-20,000020,0-点火启动(精选),5.7,-3.51,-5.0,-5.0,-5.0
2017-01-18,000020,0-点火启动(精选),20.43,-3.03,-1.13,-2.69,-0.15
2025-01-07,000020,1-共振金叉(精选),12.06,-0.41,-4.23,-5.0,-5.0
2017-05-31,002041,2-极致缩量(精选),12.06,-1.16,-0.08,3.23,4.31
2018-06-07,002041,1-共振金叉(精选),8.05,0.12,-0.12,-1.61,-5.0
2008-05-26,000978,1-共振金叉(精选),9.89,0.2,-0.3,10.0,-5.0
2011-10-12,000978,0-点火启动(精选),8.67,0.58,-2.42,-5.0,-5.0
2012-12-04,000978,0-点火启动(精选),5.39,2.97,3.34,3.34,7.24
2018-06-25,000978,0-点火启动(精选),5.67,0.53,0.0,1.23,0.53
2018-06-26,000978,2-极致缩量(精选),5.7,-0.18,2.28,1.4,-5.0
2020-11-05,002548,0-点火启动(精选),8.17,-0.98,-5.0,-5.0,-5.0
2021-05-10,002548,2-极致缩量(精选),6.21,-0.16,-0.97,-3.06,-5.0
1999-01-22,600097,0-点火启动(精选),8.97,0.33,-5.0,-5.0,-5.0
2004-06-16,600097,0-点火启动(精选),5.02,-1.0,3.98,3.98,-5.0
2008-08-15,600097,0-点火启动(精选),8.88,-5.0,-5.0,-5.0,-5.0
2018-02-09,600097,0-点火启动(精选),12.38,1.86,0.73,1.7,4.28
2012-12-05,000665,0-点火启动(精选),5.63,0.36,7.82,10.0,10.0
2017-05-17,000665,1-共振金叉(精选),8.48,-1.06,-1.18,-5.0,-5.0
2017-05-31,000665,0-点火启动(精选),8.07,-2.48,1.12,4.21,3.1
2018-06-26,000665,0-点火启动(精选),6.1,0.49,0.98,0.82,-5.0
2020-04-30,000665,0-点火启动(精选),5.04,0.99,0.4,-2.38,-0.4
2024-08-14,600011,0-点火启动(精选),7.12,1.4,-0.56,-2.95,-5.0
2011-10-25,600339,0-点火启动(精选),9.17,-5.0,-5.0,-5.0,-5.0
2011-12-09,600339,2-极致缩量(精选),7.11,-0.28,-5.0,-5.0,-5.0
2011-12-20,600339,0-点火启动(精选),6.24,-3.69,-5.0,-5.0,-5.0
2021-07-29,603345,1-共振金叉(精选),158.93,-5.0,-5.0,-5.0,-5.0
2022-02-08,603345,0-点火启动(精选),128.29,-0.12,-1.02,-0.34,-5.0
2023-12-08,603345,0-点火启动(精选),99.21,-5.0,-5.0,-5.0,-5.0
2024-06-26,603345,0-点火启动(精选),69.77,1.0,-0.95,0.21,-5.0
2024-02-08,003013,0-点火启动(精选),13.91,2.95,2.52,1.08,6.83
2008-03-20,600822,1-共振金叉(精选),7.21,3.47,10.0,10.0,-5.0
2011-10-25,600822,0-点火启动(精选),6.84,1.02,3.36,2.34,2.34
2011-12-20,600822,2-极致缩量(精选),5.55,-3.06,-5.0,-5.0,-5.0
2017-05-31,600822,0-点火启动(精选),11.43,-4.64,-5.0,-5.0,-5.0
2018-06-26,601881,0-点火启动(精选),6.0,-0.67,6.33,4.67,1.33
2024-07-12,601881,2-极致缩量(精选),9.43,-0.74,1.27,3.29,2.33
2020-09-15,000977,2-极致缩量(精选),30.54,-1.05,3.21,-0.39,-2.06
2011-06-15,002321,0-点火启动(精选),8.82,-5.0,-5.0,-5.0,-5.0
2011-06-23,002321,0-点火启动(精选),8.13,2.95,6.64,7.38,10.0
2014-05-05,002490,2-极致缩量(精选),6.55,0.61,-0.92,1.07,10.0
2014-05-06,002490,2-极致缩量(精选),6.59,-2.28,-2.58,10.0,10.0
2021-07-30,002677,2-极致缩量(精选),12.64,3.09,1.34,-0.16,8.47
2020-11-20,002967,0-点火启动(精选),25.0,5.08,10.0,10.0,10.0
2022-02-16,002967,2-极致缩量(精选),20.47,5.76,3.66,2.69,-2.49
2024-06-26,002967,0-点火启动(精选),11.56,-3.81,0.78,0.0,7.44
2001-08-13,600621,0-点火启动(精选),7.66,-5.0,-5.0,-5.0,-5.0
2017-05-16,600621,0-点火启动(精选),10.46,1.82,-1.72,-5.0,-5.0
2018-10-17,600621,0-点火启动(精选),5.87,-1.19,10.0,10.0,10.0
2018-10-18,600621,0-点火启动(精选),5.8,4.83,10.0,10.0,10.0
2021-05-12,600621,1-共振金叉(精选),13.75,-1.31,3.05,3.71,10.0
2021-11-01,600621,2-极致缩量(精选),12.33,-1.87,0.16,0.24,3.41
2022-02-17,603890,2-极致缩量(精选),11.01,1.0,0.45,-1.0,2.09
2022-04-14,603890,1-共振金叉(精选),8.95,-2.23,0.22,-2.57,-5.0
2023-05-10,603890,1-共振金叉(精选),7.66,0.26,-0.78,1.04,4.05
2017-05-15,600513,1-共振金叉(精选),9.03,3.65,3.77,0.66,-5.0
2018-02-13,600513,0-点火启动(精选),6.77,-0.74,0.59,3.25,7.09
2024-01-25,603915,0-点火启动(精选),12.36,-2.1,-5.0,-5.0,-5.0
2011-05-09,002383,2-极致缩量(精选),7.61,0.39,-2.89,-5.0,-5.0
2011-05-10,002383,2-极致缩量(精选),7.64,0.13,-5.0,-5.0,-5.0
2020-11-05,002383,0-点火启动(精选),8.18,-1.59,-0.12,-3.18,-5.0
2023-05-26,002383,2-极致缩量(精选),6.31,-0.79,1.43,1.74,0.16
2023-05-29,002383,2-极致缩量(精选),6.26,0.96,3.04,3.83,1.44
2015-08-28,000539,0-点火启动(精选),5.95,10.0,10.0,10.0,10.0
1999-10-15,600689,0-点火启动(精选),8.08,-3.59,-5.0,-5.0,-5.0
2003-10-24,600689,0-点火启动(精选),5.85,-5.0,-5.0,-5.0,-5.0
2010-05-21,600689,0-点火启动(精选),7.95,4.28,9.31,10.0,-5.0
2012-07-13,600689,2-极致缩量(精选),7.37,-3.39,-5.0,-5.0,-5.0
2017-11-27,002669,0-点火启动(精选),19.14,2.04,4.08,-5.0,-5.0
1993-06-07,000505,2-极致缩量(精选),6.74,-1.04,-5.0,-5.0,-5.0
2017-06-07,000505,0-点火启动(精选),9.14,10.0,10.0,10.0,10.0
2017-12-12,000505,0-点火启动(精选),8.77,0.0,3.65,0.0,-5.0
2017-12-11,603716,2-极致缩量(精选),17.66,-1.36,2.43,10.0,10.0
2018-06-25,603716,2-极致缩量(精选),19.47,1.39,-1.08,1.34,-5.0
2021-07-30,603536,2-极致缩量(精选),6.61,-5.0,-5.0,-5.0,-5.0
2024-01-25,002992,2-极致缩量(精选),52.91,-3.23,-5.0,-5.0,-5.0
2024-08-09,002992,0-点火启动(精选),45.39,-1.43,3.11,3.35,-5.0
2019-05-10,002358,0-点火启动(精选),11.47,-0.52,-0.52,-5.0,-5.0
2019-05-13,002358,1-共振金叉(精选),11.41,-0.44,-0.26,-5.0,-5.0
2019-07-15,002358,0-点火启动(精选),8.99,0.89,1.0,-3.45,-3.78
2020-02-07,002358,2-极致缩量(精选),5.64,1.6,3.55,0.89,10.0
2010-05-13,601808,0-点火启动(精选),10.28,-2.04,-5.0,-5.0,-5.0
2011-05-10,601808,2-极致缩量(精选),15.95,-0.38,-5.0,-5.0,-5.0
2011-05-11,601808,2-极致缩量(精选),15.89,-4.03,-5.0,-5.0,-5.0
2011-08-12,601808,0-点火启动(精选),12.6,0.4,-4.13,-5.0,-5.0
2011-08-23,601808,2-极致缩量(精选),11.64,3.52,5.15,3.01,-5.0
2014-03-13,601808,2-极致缩量(精选),15.91,-1.01,2.77,-5.0,-5.0
2017-05-09,601808,1-共振金叉(精选),9.54,-1.05,-1.36,0.52,10.0
2018-06-25,601808,0-点火启动(精选),8.16,1.1,1.23,-0.25,-5.0
2018-06-26,601808,1-共振金叉(精选),8.25,1.58,1.7,1.09,-5.0
2020-12-30,002827,0-点火启动(精选),9.62,2.29,6.13,1.98,-1.35
2008-02-01,601328,0-点火启动(精选),5.65,10.0,10.0,10.0,-5.0
2008-09-12,000952,2-极致缩量(精选),6.34,-1.42,-5.0,-5.0,-5.0
2010-05-24,000952,0-点火启动(精选),9.54,-2.41,-0.31,-1.15,-5.0
2010-07-06,000952,0-点火启动(精选),7.18,0.97,4.18,2.79,8.22
2018-06-25,002843,0-点火启动(精选),8.35,1.08,-2.04,0.6,-5.0
2020-02-07,002843,0-点火启动(精选),6.3,1.11,10.0,10.0,10.0
2022-04-14,002843,0-点火启动(精选),8.58,-1.05,-2.21,-5.0,-5.0
2023-03-22,002843,0-点火启动(精选),17.32,-0.12,-1.96,-3.35,-5.0
2018-09-14,600486,0-点火启动(精选),26.88,-1.0,10.0,10.0,10.0
2018-09-17,600486,2-极致缩量(精选),26.61,5.04,10.0,10.0,10.0
2017-01-23,600392,0-点火启动(精选),7.7,-0.65,8.05,10.0,10.0
2018-09-17,600392,2-极致缩量(精选),8.4,1.9,10.0,10.0,10.0
2020-02-07,600392,2-极致缩量(精选),6.65,2.86,7.37,10.0,10.0
2012-11-20,600668,2-极致缩量(精选),5.13,1.75,-1.17,-5.0,-5.0
2024-07-26,603396,2-极致缩量(精选),27.16,-2.14,2.47,-0.55,-2.06
2025-01-09,603396,2-极致缩量(精选),25.11,-3.86,-5.0,-5.0,-5.0
2011-10-25,002309,0-点火启动(精选),9.82,4.68,6.31,4.89,10.0
2011-12-07,002309,0-点火启动(精选),9.08,1.98,2.86,-1.21,0.88
2018-11-01,002309,2-极致缩量(精选),7.67,4.95,10.0,10.0,10.0
2024-06-17,603031,0-点火启动(精选),22.8,-2.15,-5.0,-5.0,-5.0
2010-07-07,601727,0-点火启动(精选),5.93,-1.18,5.56,10.0,10.0
2015-07-09,601727,0-点火启动(精选),11.14,10.0,10.0,10.0,10.0
2017-05-26,002314,2-极致缩量(精选),6.04,-1.66,-5.0,-5.0,-5.0
2017-05-31,002314,0-点火启动(精选),5.94,-4.04,6.06,7.91,10.0
2023-05-10,605376,0-点火启动(精选),31.83,-0.16,0.22,1.29,3.52
2018-09-19,600584,0-点火启动(精选),11.66,-1.03,1.72,2.06,-5.0
2018-09-20,600584,2-极致缩量(精选),11.54,2.43,5.63,6.59,-5.0
2019-01-04,600584,0-点火启动(精选),7.69,3.9,6.11,4.94,9.36
2010-05-13,000597,0-点火启动(精选),8.11,-0.12,-5.0,-5.0,-5.0
2010-05-14,000597,0-点火启动(精选),8.1,-5.0,-5.0,-5.0,-5.0
2011-06-01,000597,0-点火启动(精选),6.98,-2.01,1.15,1.0,-5.0
2011-08-12,000597,1-共振金叉(精选),5.7,2.11,0.88,-5.0,-5.0
2021-01-13,603178,0-点火启动(精选),7.82,-5.0,-5.0,-5.0,-5.0
2024-05-30,603178,0-点火启动(精选),24.3,1.28,-0.78,-5.0,-5.0
2018-06-29,603197,0-点火启动(精选),23.33,1.2,-1.41,-2.79,10.0
2018-08-27,603197,0-点火启动(精选),20.2,0.45,-5.0,-5.0,-5.0
2022-03-10,603197,0-点火启动(精选),40.49,-5.0,-5.0,-5.0,-5.0
2023-03-17,603197,0-点火启动(精选),37.51,-0.29,1.33,0.75,-5.0
2011-06-01,002212,1-共振金叉(精选),7.79,-5.0,-5.0,-5.0,-5.0
2018-04-19,002212,1-共振金叉(精选),15.55,-0.19,-5.0,-5.0,-5.0
2022-03-18,002212,2-极致缩量(精选),11.88,-0.51,-0.59,-3.54,-5.0
2022-03-21,002212,0-点火启动(精选),11.82,-0.85,-2.54,-5.0,-5.0
2014-04-03,002292,1-共振金叉(精选),15.12,10.0,10.0,10.0,10.0
2017-04-28,002292,2-极致缩量(精选),16.99,-0.35,-1.35,-0.59,-5.0
2017-05-17,002292,0-点火启动(精选),15.52,-1.03,-4.06,-5.0,-5.0
2017-05-18,002292,2-极致缩量(精选),15.36,-0.65,-5.0,-5.0,-5.0
2017-07-21,002292,1-共振金叉(精选),13.76,0.15,1.45,4.29,4.22
2018-06-27,002292,0-点火启动(精选),8.62,-0.23,0.93,0.0,-5.0
2018-06-28,002292,2-极致缩量(精选),8.6,3.84,3.49,-3.84,-5.0
2020-03-20,002292,2-极致缩量(精选),7.04,-5.0,-5.0,-5.0,-5.0
2021-02-09,002292,2-极致缩量(精选),5.12,1.17,10.0,10.0,10.0
2018-06-25,002340,1-共振金叉(精选),5.6,2.5,-0.71,0.89,-5.0
2022-04-27,002340,0-点火启动(精选),6.35,-1.42,3.78,4.41,10.0
2001-08-01,600198,0-点火启动(精选),20.27,-5.0,-5.0,-5.0,-5.0
2003-11-04,600198,0-点火启动(精选),8.42,-3.09,-5.0,-5.0,-5.0
2005-05-13,600198,0-点火启动(精选),6.5,-0.15,1.85,-3.38,-5.0
2005-05-16,600198,1-共振金叉(精选),6.49,0.0,-0.92,-5.0,-5.0
2011-08-12,600198,0-点火启动(精选),11.58,1.9,1.04,-3.02,2.76
2016-12-19,600198,2-极致缩量(精选),15.69,1.21,3.57,3.19,2.04
2018-08-10,600198,1-共振金叉(精选),5.42,1.85,3.32,4.43,10.0
2020-02-07,600198,0-点火启动(精选),8.6,1.4,4.07,7.09,10.0
2011-10-25,600995,0-点火启动(精选),6.26,1.6,3.99,10.0,10.0
2017-06-06,600995,1-共振金叉(精选),8.07,3.1,2.6,0.74,10.0
2023-06-12,600995,2-极致缩量(精选),10.8,-0.65,0.0,0.93,1.48
2018-06-25,002590,1-共振金叉(精选),7.58,1.32,-0.26,3.83,2.11
2018-06-26,002590,0-点火启动(精选),7.68,1.04,1.95,2.99,2.6
2002-01-23,600099,0-点火启动(精选),7.8,-5.0,-5.0,-5.0,-5.0
2002-01-24,600099,0-点火启动(精选),7.95,-2.39,-5.0,-5.0,-5.0
2004-07-29,600099,0-点火启动(精选),5.72,2.1,2.45,3.32,1.05
2010-05-14,600099,2-极致缩量(精选),8.43,-5.0,-5.0,-5.0,-5.0
2011-12-20,600099,2-极致缩量(精选),5.57,-5.0,-5.0,-5.0,-5.0
2018-02-13,600099,2-极致缩量(精选),7.08,1.69,2.4,6.78,10.0
2007-10-30,600129,0-点火启动(精选),8.96,0.0,-5.0,-5.0,-5.0
2010-07-06,600129,0-点火启动(精选),6.5,1.23,5.38,0.77,10.0
2011-10-11,600129,0-点火启动(精选),6.24,6.09,3.21,-1.6,-5.0
2012-11-21,600129,0-点火启动(精选),6.13,-1.79,-3.43,-5.0,-5.0
2017-05-31,600129,1-共振金叉(精选),12.43,-2.57,-1.05,1.77,1.37
2018-08-08,600129,1-共振金叉(精选),11.7,2.05,4.87,1.11,2.65
2023-10-24,600129,0-点火启动(精选),36.95,1.0,10.0,10.0,10.0
2024-07-02,600129,2-极致缩量(精选),29.52,-2.13,-5.0,-5.0,-5.0
2024-07-31,600129,0-点火启动(精选),25.36,-5.0,-5.0,-5.0,-5.0
2025-04-11,603610,2-极致缩量(精选),9.78,1.74,1.02,2.25,2.04
2022-05-05,603657,0-点火启动(精选),12.58,0.4,-5.0,-5.0,-5.0
2022-05-06,603657,2-极致缩量(精选),12.63,-2.06,-5.0,-5.0,-5.0
2011-06-01,000404,2-极致缩量(精选),5.6,-2.5,-0.36,-0.89,-2.68
2017-11-28,600796,0-点火启动(精选),6.98,1.15,1.29,-5.0,-5.0
2021-08-02,601155,0-点火启动(精选),32.65,-0.92,-0.15,6.28,10.0
2024-04-17,601155,1-共振金叉(精选),8.35,-1.2,-2.16,-1.32,10.0
2019-11-28,002857,1-共振金叉(精选),11.45,0.61,5.85,10.0,10.0
2011-01-28,002412,2-极致缩量(精选),5.25,1.33,-0.19,6.48,10.0
2019-08-28,002412,2-极致缩量(精选),9.95,-0.3,-2.01,2.41,10.0
2019-08-29,002412,2-极致缩量(精选),9.92,-2.72,-0.1,8.17,10.0
2021-02-10,002412,0-点火启动(精选),5.32,1.88,5.08,2.63,5.83
2021-05-07,002715,1-共振金叉(精选),14.39,0.35,-0.21,0.76,-5.0
2017-12-11,600405,1-共振金叉(精选),6.61,-1.36,-1.97,3.93,-3.93
2018-02-09,600405,0-点火启动(精选),5.07,1.38,10.0,10.0,10.0
2021-05-26,603898,0-点火启动(精选),13.21,1.29,0.3,0.91,1.06
2021-08-02,603898,0-点火启动(精选),10.67,2.91,-0.37,2.62,3.84
2016-01-14,002179,0-点火启动(精选),7.71,-2.08,-5.0,-5.0,-5.0
2018-12-25,002179,0-点火启动(精选),11.88,-0.42,-1.09,1.26,7.66
2020-03-26,002179,2-极致缩量(精选),15.99,5.25,2.31,1.63,3.69
2020-12-01,002901,0-点火启动(精选),67.72,0.65,5.43,4.46,3.29
2021-02-10,002901,1-共振金叉(精选),53.46,1.87,-1.12,-2.06,-5.0
2021-08-02,002901,0-点火启动(精选),55.87,3.17,-2.11,-5.0,-5.0
2017-05-12,600985,1-共振金叉(精选),8.42,-0.71,0.36,-1.9,-5.0
2017-05-15,600985,2-极致缩量(精选),8.36,1.32,-1.32,-5.0,-5.0
2008-03-19,600748,0-点火启动(精选),18.78,-5.0,-5.0,-5.0,-5.0
2008-04-23,600748,1-共振金叉(精选),10.23,10.0,10.0,10.0,10.0
2008-06-24,600748,0-点火启动(精选),7.1,6.62,10.0,-5.0,-5.0
2019-06-11,600748,0-点火启动(精选),7.89,-0.76,-5.0,-5.0,-5.0
2019-10-08,600748,0-点火启动(精选),5.78,0.69,0.87,10.0,10.0
2025-11-26,001212,0-点火启动(精选),43.0,0.42,1.72,10.0,10.0
2018-10-17,002279,0-点火启动(精选),7.13,-2.81,-5.0,-5.0,-5.0
2019-08-13,002279,2-极致缩量(精选),5.62,0.18,1.25,5.16,10.0
1997-09-19,000628,2-极致缩量(精选),5.63,-5.0,-5.0,-5.0,-5.0
2010-07-05,000628,2-极致缩量(精选),8.58,1.28,1.75,5.13,5.13
2012-12-04,000628,0-点火启动(精选),5.52,3.62,6.7,10.0,10.0
2017-04-28,000628,1-共振金叉(精选),10.22,-0.68,-1.86,-5.0,-5.0
2017-05-02,000628,2-极致缩量(精选),10.15,-0.39,-4.73,-5.0,-5.0
2017-08-09,603355,0-点火启动(精选),27.56,-2.36,-1.38,0.94,-3.27
2018-08-22,603355,2-极致缩量(精选),11.26,-0.36,2.75,10.0,10.0
2023-05-12,603355,1-共振金叉(精选),21.55,-0.19,0.23,2.83,4.78
2024-01-25,002802,1-共振金叉(精选),10.4,1.73,-5.0,-5.0,-5.0
2024-07-19,002802,0-点火启动(精选),7.59,-0.53,-5.0,-5.0,-5.0
2017-05-03,002190,0-点火启动(精选),26.89,0.11,10.0,10.0,10.0
2017-05-31,002190,2-极致缩量(精选),24.81,-2.62,-0.73,1.85,10.0
2018-01-19,002190,0-点火启动(精选),18.44,2.49,1.63,10.0,10.0
2018-01-22,002190,0-点火启动(精选),18.9,-1.16,0.85,10.0,10.0
2018-06-25,002190,2-极致缩量(精选),16.63,0.66,-2.35,-0.84,-5.0
2023-01-19,002190,0-点火启动(精选),22.08,1.18,10.0,10.0,10.0
2011-06-01,002396,2-极致缩量(精选),7.51,-2.4,1.2,1.46,-2.53
2012-11-20,002396,2-极致缩量(精选),7.53,2.39,1.59,-5.0,-5.0
2014-05-05,002396,0-点火启动(精选),13.62,5.07,-1.4,-5.0,-5.0
2018-10-17,002396,0-点火启动(精选),13.73,-0.36,10.0,10.0,10.0
2020-11-03,002396,2-极致缩量(精选),23.86,-1.26,4.86,5.62,5.24
2001-08-31,000863,1-共振金叉(精选),6.5,-1.54,3.08,-3.85,-5.0
2001-08-03,000791,2-极致缩量(精选),7.45,-5.0,-5.0,-5.0,-5.0
2010-02-01,600683,0-点火启动(精选),6.14,0.98,3.09,1.3,10.0
2010-02-02,600683,1-共振金叉(精选),6.2,3.06,0.32,0.81,10.0
2002-10-11,600721,0-点火启动(精选),9.13,0.99,-0.55,-5.0,-5.0
2004-07-21,600721,1-共振金叉(精选),5.88,-5.0,-5.0,-5.0,-5.0
2008-06-19,600721,0-点火启动(精选),6.8,5.0,10.0,10.0,10.0
2010-07-07,600721,0-点火启动(精选),10.57,-2.27,1.99,-0.28,4.35
2013-07-02,600721,0-点火启动(精选),6.54,-1.38,1.38,0.92,5.35
2017-04-27,600721,0-点火启动(精选),14.35,1.6,5.02,2.09,-5.0
2018-08-22,600721,1-共振金叉(精选),5.76,0.0,2.26,0.52,-0.52
2021-10-19,002913,1-共振金叉(精选),34.22,-0.91,-1.43,-1.49,-5.0
2022-02-08,002913,2-极致缩量(精选),31.15,2.28,-0.39,-1.32,-0.29
2025-11-25,002913,1-共振金叉(精选),33.74,-0.06,1.04,1.54,10.0
2016-01-14,002659,0-点火启动(精选),16.64,-3.97,-5.0,-5.0,-5.0
2017-12-11,002659,0-点火启动(精选),12.27,3.18,0.24,5.3,-2.2
2018-09-04,002659,2-极致缩量(精选),10.15,-5.0,-5.0,-5.0,-5.0
2018-10-31,002659,0-点火启动(精选),8.5,0.0,1.06,-0.12,-5.0
2018-11-01,002659,0-点火启动(精选),8.5,0.24,-0.59,-0.82,-5.0
2019-11-20,002659,2-极致缩量(精选),6.18,6.15,10.0,10.0,10.0
2011-08-12,601002,0-点火启动(精选),13.12,1.37,-1.45,-5.0,-5.0
2011-12-20,601002,0-点火启动(精选),9.62,-5.0,-5.0,-5.0,-5.0
2018-06-25,601002,0-点火启动(精选),5.54,1.08,0.72,1.62,1.99
2021-05-12,601066,1-共振金叉(精选),25.66,0.0,10.0,10.0,10.0
2021-05-13,601066,0-点火启动(精选),25.66,10.0,10.0,10.0,10.0
2022-03-11,601066,0-点火启动(精选),22.74,0.22,3.39,2.68,-4.0
2018-11-30,601233,0-点火启动(精选),9.78,5.73,4.5,6.34,5.93
2021-03-29,601233,2-极致缩量(精选),19.34,5.02,5.53,4.96,-0.47
2021-10-11,601233,0-点火启动(精选),21.96,-5.0,-5.0,-5.0,-5.0
2025-04-14,601233,2-极致缩量(精选),10.18,-0.2,-2.26,-0.2,3.63
2012-07-12,002006,0-点火启动(精选),9.17,6.76,2.51,4.03,-4.47
2014-05-21,002006,2-极致缩量(精选),5.35,-0.75,0.19,2.8,-0.37
2017-01-23,002006,0-点火启动(精选),9.04,-1.99,-2.21,-1.99,0.66
2023-04-03,002006,0-点火启动(精选),22.9,-2.36,-1.66,-5.0,-5.0
2023-10-26,002006,2-极致缩量(精选),14.65,2.59,2.94,2.8,10.0
2018-06-26,603160,0-点火启动(精选),61.23,-1.01,0.6,8.3,8.1
2020-09-14,603160,2-极致缩量(精选),160.41,1.06,1.85,2.51,-1.12
2022-09-21,603160,0-点火启动(精选),50.78,-1.18,-5.0,-5.0,-5.0
2017-05-31,002815,0-点火启动(精选),13.51,-4.44,-5.0,-5.0,-5.0
2021-02-09,002815,1-共振金叉(精选),10.73,1.58,8.2,10.0,10.0
