级别,名称,代码,现价,目标位,空间,止损位,RSI6,历史胜率,说明
LV1,广农糖业,000911,6.59,7.42,12.6%,6.38,40.0,49%,常规回撤
LV1,农业银行,601288,6.48,7.27,12.2%,6.2,31.4,49%,常规回撤
