级别,名称,代码,现价,目标位,空间,止损位,RSI6,历史胜率,说明
LV2,岩山科技,002195,6.53,8.07,23.6%,6.27,30.1,51%,深度调整
LV2,远大控股,000626,6.43,7.95,23.6%,6.28,31.7,51%,深度调整
LV2,旺能环境,002034,15.5,18.62,20.1%,14.79,34.2,51%,深度调整
LV2,金时科技,002951,13.71,16.35,19.2%,12.97,20.9,51%,深度调整
LV2,格林美,002340,6.69,7.97,19.1%,6.42,24.4,51%,深度调整
LV2,国电南自,600268,11.73,13.97,19.1%,11.17,33.0,51%,深度调整
LV2,上海电力,600021,14.95,17.79,19.0%,14.37,24.9,51%,深度调整
LV2,长城电工,600192,6.61,7.86,18.9%,6.32,24.0,51%,深度调整
LV2,千方科技,002373,7.2,8.5,18.0%,6.99,31.9,51%,深度调整
LV2,东华科技,002140,9.29,10.96,17.9%,8.87,32.7,51%,深度调整
LV2,富临运业,002357,9.11,10.71,17.6%,8.67,23.3,51%,深度调整
LV2,国网英大,600517,4.78,5.62,17.5%,4.63,34.1,51%,深度调整
LV2,华瓷股份,001216,14.63,17.17,17.4%,13.97,22.1,51%,深度调整
LV2,江苏国信,002608,7.04,8.25,17.2%,6.78,30.0,51%,深度调整
LV2,中文传媒,600373,6.73,7.86,16.7%,6.52,31.6,51%,深度调整
LV2,太钢不锈,000825,3.46,4.03,16.6%,3.36,29.4,51%,深度调整
LV2,广州发展,600098,6.1,7.11,16.5%,5.84,29.1,51%,深度调整
LV2,国网信通,600131,14.56,16.95,16.4%,13.94,17.0,51%,深度调整
LV2,浙江东方,600120,4.41,5.11,15.8%,4.28,34.8,51%,深度调整
LV2,普利特,002324,12.04,13.91,15.6%,11.59,32.8,51%,深度调整
LV2,侨银股份,002973,10.99,12.66,15.2%,10.17,32.8,51%,深度调整
LV1,鸿博股份,002229,10.38,15.37,48.1%,10.07,39.0,49%,常规回撤
LV1,金牛化工,600722,8.31,11.56,39.1%,8.04,39.0,49%,常规回撤
LV1,嘉美包装,002969,14.06,19.35,37.6%,13.51,37.2,49%,常规回撤
LV1,华康股份,605077,11.15,15.21,36.4%,10.67,35.4,49%,常规回撤
LV1,武进不锈,603878,5.25,7.02,33.8%,5.04,36.4,49%,常规回撤
LV1,东华能源,002221,5.41,7.09,31.0%,5.16,38.8,49%,常规回撤
LV1,常宝股份,002478,6.38,8.33,30.5%,6.01,37.0,49%,常规回撤
LV1,太阳电缆,002300,6.83,8.86,29.7%,6.6,39.5,49%,常规回撤
LV1,华西股份,000936,5.36,6.85,27.9%,5.16,37.3,49%,常规回撤
LV1,海南华铁,603300,4.66,5.96,27.8%,4.48,39.0,49%,常规回撤
LV1,德创环保,603177,8.38,10.7,27.7%,8.03,38.4,49%,常规回撤
LV1,楚天龙,003040,10.8,13.74,27.2%,10.39,36.0,49%,常规回撤
LV1,博源化工,000683,6.02,7.65,27.0%,5.65,37.2,49%,常规回撤
LV1,天顺风能,002531,8.52,10.8,26.8%,8.0,35.8,49%,常规回撤
LV1,南山铝业,600219,4.17,5.25,25.9%,3.95,38.9,49%,常规回撤
LV1,久其软件,002279,5.81,7.27,25.0%,5.64,38.8,49%,常规回撤
LV1,三江购物,601116,10.06,12.49,24.2%,9.71,37.5,49%,常规回撤
LV1,三元股份,600429,4.12,5.1,23.7%,3.95,39.5,49%,常规回撤
LV1,常铝股份,002160,3.79,4.67,23.3%,3.66,39.5,49%,常规回撤
LV1,佳都科技,600728,4.28,5.27,23.2%,4.14,37.2,49%,常规回撤
LV1,中油资本,000617,6.85,8.4,22.7%,6.61,40.0,49%,常规回撤
LV1,遥望科技,002291,4.9,6.0,22.4%,4.72,37.5,49%,常规回撤
LV1,沧州大化,600230,13.67,16.68,22.0%,13.23,37.3,49%,常规回撤
LV1,中国宝安,000009,6.39,7.78,21.8%,6.12,36.2,49%,常规回撤
LV1,卓翼科技,002369,5.49,6.67,21.6%,5.24,38.9,49%,常规回撤
LV1,金证股份,600446,10.46,12.69,21.4%,10.2,37.9,49%,常规回撤
LV1,中盐化工,600328,6.18,7.5,21.3%,5.98,36.4,49%,常规回撤
LV1,华菱钢铁,000932,3.54,4.28,20.9%,3.43,37.0,49%,常规回撤
LV1,集泰股份,002909,5.03,6.05,20.3%,4.81,39.3,49%,常规回撤
LV1,森源电气,002358,5.62,6.74,19.9%,5.37,37.8,49%,常规回撤
LV1,西安饮食,000721,5.68,6.79,19.6%,5.46,37.1,49%,常规回撤
LV1,贝因美,002570,4.08,4.88,19.5%,3.94,36.7,49%,常规回撤
LV1,南威软件,603636,8.0,9.48,18.6%,7.75,36.0,49%,常规回撤
LV1,精艺股份,002295,8.79,10.43,18.6%,8.37,36.0,49%,常规回撤
LV1,湖北广电,000665,3.75,4.44,18.5%,3.6,39.3,49%,常规回撤
LV1,三六零,601360,8.71,10.31,18.4%,8.46,38.0,49%,常规回撤
LV1,珠免集团,600185,4.58,5.42,18.3%,4.42,37.5,49%,常规回撤
LV1,鑫铂股份,003038,11.38,13.42,17.9%,10.92,36.9,49%,常规回撤
LV1,绿色动力,601330,7.15,8.42,17.8%,6.87,39.1,49%,常规回撤
LV1,海能达,002583,8.0,9.41,17.6%,7.72,35.2,49%,常规回撤
LV1,金岭矿业,000655,6.54,7.68,17.5%,6.31,39.0,49%,常规回撤
LV1,飞乐音响,600651,5.57,6.54,17.3%,5.37,38.0,49%,常规回撤
LV1,深南电A,000037,9.01,10.55,17.1%,8.61,38.8,49%,常规回撤
LV1,爱建集团,600643,3.86,4.52,17.1%,3.73,40.0,49%,常规回撤
LV1,三变科技,002112,16.43,19.23,17.1%,15.79,36.8,49%,常规回撤
LV1,湘电股份,600416,9.95,11.62,16.8%,9.51,39.3,49%,常规回撤
LV1,深物业A,000011,6.63,7.68,15.8%,6.37,35.1,49%,常规回撤
LV1,南天信息,000948,12.04,13.93,15.7%,11.65,38.1,49%,常规回撤
LV1,纵横通信,603602,11.3,13.06,15.6%,10.86,36.8,49%,常规回撤
LV1,英威腾,002334,7.26,8.39,15.5%,6.86,37.5,49%,常规回撤
LV1,东软集团,600718,7.34,8.46,15.3%,7.07,38.2,49%,常规回撤
LV1,广电运通,002152,9.51,10.97,15.3%,9.12,37.4,49%,常规回撤
LV1,歌华有线,600037,6.33,7.3,15.2%,6.15,39.6,49%,常规回撤
LV1,云鼎科技,000409,8.45,9.74,15.2%,8.18,36.0,49%,常规回撤
LV1,苏州银行,002966,7.15,8.18,14.4%,6.88,39.2,49%,常规回撤
LV1,宝莫股份,002476,4.86,5.56,14.4%,4.74,39.4,49%,常规回撤
LV1,万丰奥威,002085,11.47,13.09,14.1%,10.71,31.6,49%,常规回撤
LV1,盈峰环境,000967,10.48,11.89,13.5%,9.8,32.1,49%,常规回撤
LV1,云南铜业,000878,16.17,18.31,13.2%,15.29,34.9,49%,常规回撤
LV1,时代出版,600551,6.78,7.66,13.0%,6.51,33.9,49%,常规回撤
LV1,深圳能源,000027,6.27,7.09,13.0%,6.04,19.7,49%,常规回撤
LV1,焦作万方,000612,10.75,12.14,13.0%,10.26,21.2,49%,常规回撤
LV1,徕木股份,603633,7.13,8.06,13.0%,6.76,38.9,49%,常规回撤
LV1,江河集团,601886,8.06,9.11,13.0%,7.66,19.6,49%,常规回撤
LV1,大智慧,601519,8.87,10.01,12.8%,8.56,36.1,49%,常规回撤
LV1,京能热力,002893,9.58,10.81,12.8%,9.17,32.4,49%,常规回撤
LV1,蓝科高新,601798,7.4,8.34,12.7%,7.01,21.3,49%,常规回撤
LV1,广日股份,600894,7.94,8.93,12.4%,7.44,35.8,49%,常规回撤
LV1,老白干酒,600559,11.48,12.86,12.0%,11.04,34.9,49%,常规回撤
LV1,中信银行,601998,6.99,7.82,11.9%,6.73,24.4,49%,常规回撤
LV1,鲁北化工,600727,6.97,7.79,11.8%,6.71,36.6,49%,常规回撤
LV1,中原环保,000544,7.15,7.97,11.5%,6.92,39.2,49%,常规回撤
LV1,集友股份,603429,8.65,9.61,11.1%,8.06,35.5,49%,常规回撤
LV1,贵阳银行,601997,5.22,5.8,11.0%,5.05,33.3,49%,常规回撤
LV1,北京科锐,002350,13.6,15.1,11.0%,12.94,36.0,49%,常规回撤
LV1,湘财股份,600095,7.79,8.62,10.6%,7.53,37.9,49%,常规回撤
LV1,瑞泰科技,002066,21.03,23.21,10.4%,19.97,39.6,49%,常规回撤
