级别,名称,代码,现价,目标位,空间,止损位,RSI6,历史胜率,说明
LV1,珍宝岛,603567,6.75,7.63,13.0%,6.49,37.5,49%,常规回撤
LV1,七 匹 狼,002029,9.84,10.86,10.3%,9.24,39.6,49%,常规回撤
