级别,名称,代码,现价,目标位,空间,止损位,RSI6,历史胜率,说明
LV3,三湘印象,000863,4.59,5.55,20.9%,4.26,20.3,54%,技术超跌
LV2,中百集团,000759,5.35,6.19,15.7%,5.02,31.9,51%,深度调整
LV1,岭南控股,000524,10.28,11.96,16.4%,9.65,35.1,49%,常规回撤
LV1,海峡股份,002320,8.34,9.49,13.8%,7.99,27.9,49%,常规回撤
LV1,交大昂立,600530,5.1,5.74,12.6%,4.8,32.4,49%,常规回撤
LV1,榕基软件,002474,7.27,8.18,12.5%,6.83,33.8,49%,常规回撤
LV1,广百股份,002187,6.1,6.84,12.1%,5.73,31.1,49%,常规回撤
LV1,海南机场,600515,3.55,3.96,11.6%,3.3,37.8,49%,常规回撤
