级别,名称,代码,现价,目标位,空间,止损位,RSI6,历史胜率,说明
LV2,小商品城,600415,12.36,14.44,16.8%,11.81,22.4,51%,深度调整
LV1,七 匹 狼,002029,9.85,10.95,11.2%,9.29,27.9,49%,常规回撤
LV1,广博股份,002103,8.25,9.08,10.0%,7.95,33.3,49%,常规回撤
