级别,名称,代码,现价,目标位,空间,止损位,RSI6,历史胜率,说明
LV1,神开股份,002278,11.36,12.92,13.7%,10.93,37.7,49%,常规回撤
LV1,飞乐音响,600651,6.85,7.64,11.6%,6.56,24.4,49%,常规回撤
