级别,名称,代码,现价,目标位,空间,止损位,RSI6,历史胜率,说明
LV3,大湖股份,600257,4.49,5.71,27.1%,4.18,25.0,54%,技术超跌
LV3,漳州发展,000753,4.66,5.91,26.9%,4.35,29.8,54%,技术超跌
LV3,立新能源,001258,7.09,8.99,26.8%,6.7,27.4,54%,技术超跌
LV3,均瑶健康,605388,5.02,6.36,26.7%,4.68,28.7,54%,技术超跌
LV3,华阳国际,002949,10.19,12.9,26.6%,9.52,26.0,54%,技术超跌
LV3,新黄浦,600638,4.5,5.69,26.4%,4.24,25.5,54%,技术超跌
LV3,林海股份,600099,8.3,10.47,26.2%,7.73,28.2,54%,技术超跌
LV3,凤竹纺织,600493,5.49,6.91,25.9%,5.11,28.4,54%,技术超跌
LV3,海联金汇,002537,5.53,6.96,25.8%,5.14,27.6,54%,技术超跌
LV3,浙大网新,600797,6.58,8.26,25.6%,6.09,29.8,54%,技术超跌
LV3,上实发展,600748,3.82,4.8,25.5%,3.58,28.9,54%,技术超跌
LV3,智度股份,000676,5.27,6.61,25.5%,4.93,26.7,54%,技术超跌
LV3,滨江集团,002244,7.71,9.66,25.3%,7.22,27.3,54%,技术超跌
LV3,国脉科技,002093,6.48,8.11,25.1%,6.09,29.2,54%,技术超跌
LV3,今飞凯达,002863,4.35,5.44,25.0%,4.09,21.6,54%,技术超跌
LV3,环球印务,002799,6.2,7.75,25.0%,5.83,21.4,54%,技术超跌
LV3,索菱股份,002766,3.66,4.57,24.9%,3.42,27.1,54%,技术超跌
LV3,金桥信息,603918,9.79,12.23,24.9%,9.05,27.5,54%,技术超跌
LV3,常铝股份,002160,3.78,4.72,24.9%,3.53,18.2,54%,技术超跌
LV3,蓝黛科技,002765,7.23,9.03,24.8%,6.67,28.6,54%,技术超跌
LV3,青岛金王,002094,4.46,5.56,24.7%,4.21,21.2,54%,技术超跌
LV3,五芳斋,603237,12.66,15.79,24.7%,11.91,26.4,54%,技术超跌
LV3,大丰实业,603081,8.83,11.0,24.6%,8.34,22.9,54%,技术超跌
LV3,鼎信通讯,603421,6.16,7.68,24.6%,5.8,15.1,54%,技术超跌
LV3,森特股份,603098,10.53,13.12,24.6%,10.0,20.5,54%,技术超跌
LV3,乐凯胶片,600135,8.02,10.0,24.6%,7.42,27.8,54%,技术超跌
LV3,晋亿实业,601002,4.37,5.44,24.5%,4.15,18.0,54%,技术超跌
LV3,中油资本,000617,6.84,8.52,24.5%,6.39,27.8,54%,技术超跌
LV3,天下秀,600556,4.46,5.55,24.5%,4.23,14.6,54%,技术超跌
LV3,诺邦股份,603238,11.4,14.19,24.4%,10.69,25.5,54%,技术超跌
LV3,廊坊发展,600149,4.61,5.73,24.2%,4.31,26.6,54%,技术超跌
LV3,三江购物,601116,10.16,12.61,24.1%,9.54,23.6,54%,技术超跌
LV3,龙洲股份,002682,4.38,5.43,24.1%,4.08,25.9,54%,技术超跌
LV3,广汽集团,601238,5.18,6.43,24.1%,4.94,28.6,54%,技术超跌
LV3,慈文传媒,002343,4.53,5.62,24.0%,4.2,24.6,54%,技术超跌
LV3,广聚能源,000096,7.06,8.76,24.0%,6.73,15.1,54%,技术超跌
LV3,瑞尔特,002790,5.52,6.84,24.0%,5.16,27.0,54%,技术超跌
LV3,华斯股份,002494,4.61,5.72,24.0%,4.27,28.6,54%,技术超跌
LV3,隆基机械,002363,6.12,7.59,24.0%,5.81,18.7,54%,技术超跌
LV3,多伦科技,603528,6.03,7.47,23.9%,5.68,19.1,54%,技术超跌
LV3,同庆楼,605108,11.68,14.47,23.8%,11.02,28.9,54%,技术超跌
LV3,赛象科技,002337,4.51,5.59,23.8%,4.25,21.1,54%,技术超跌
LV3,新宏泽,002836,9.61,11.89,23.8%,9.0,26.4,54%,技术超跌
LV3,盛通股份,002599,5.24,6.48,23.7%,4.86,29.9,54%,技术超跌
LV3,中青旅,600138,6.66,8.24,23.7%,6.27,22.1,54%,技术超跌
LV3,曲江文旅,600706,6.95,8.58,23.5%,6.51,19.6,54%,技术超跌
LV3,我乐家居,603326,6.34,7.83,23.5%,5.95,22.5,54%,技术超跌
LV3,中天服务,002188,5.03,6.21,23.4%,4.71,19.7,54%,技术超跌
LV3,海峡环保,603817,5.3,6.54,23.4%,4.98,22.1,54%,技术超跌
LV3,惠达卫浴,603385,5.04,6.22,23.3%,4.73,25.8,54%,技术超跌
LV3,博彦科技,002649,8.31,10.25,23.3%,7.73,29.0,54%,技术超跌
LV3,闽东电力,000993,10.24,12.62,23.3%,9.44,27.1,54%,技术超跌
LV3,王力安防,605268,9.18,11.31,23.2%,8.65,20.2,54%,技术超跌
LV3,海螺新材,000619,4.53,5.58,23.2%,4.25,19.7,54%,技术超跌
LV3,凯撒旅业,000796,3.86,4.76,23.2%,3.68,15.9,54%,技术超跌
LV3,福建水泥,600802,4.27,5.26,23.1%,3.99,26.8,54%,技术超跌
LV3,卓翼科技,002369,5.46,6.72,23.1%,5.17,14.5,54%,技术超跌
LV3,世荣兆业,002016,4.08,5.02,23.0%,3.84,19.0,54%,技术超跌
LV3,远大控股,000626,6.5,7.99,23.0%,6.11,20.0,54%,技术超跌
LV3,空港股份,600463,7.92,9.75,23.0%,7.3,22.8,54%,技术超跌
LV3,桂林旅游,000978,5.38,6.62,23.0%,5.07,27.4,54%,技术超跌
LV3,新大正,002968,8.64,10.63,23.0%,8.17,26.1,54%,技术超跌
LV3,景兴纸业,002067,3.79,4.66,23.0%,3.54,26.0,54%,技术超跌
LV3,四川美丰,000731,5.22,6.42,22.9%,4.96,19.4,54%,技术超跌
LV3,遥望科技,002291,4.92,6.04,22.9%,4.66,19.7,54%,技术超跌
LV3,厦门信达,000701,4.55,5.59,22.9%,4.22,19.5,54%,技术超跌
LV3,清源股份,603628,9.53,11.71,22.9%,9.04,26.7,54%,技术超跌
LV3,佳都科技,600728,4.33,5.32,22.8%,4.1,22.9,54%,技术超跌
LV3,华电新能,600930,4.86,5.97,22.8%,4.65,20.0,54%,技术超跌
LV3,读者传媒,603999,5.12,6.29,22.8%,4.81,20.3,54%,技术超跌
LV3,深 赛 格,000058,6.3,7.74,22.8%,5.92,27.0,54%,技术超跌
LV3,力合科创,002243,6.8,8.35,22.7%,6.34,26.3,54%,技术超跌
LV3,合金投资,000633,4.93,6.05,22.7%,4.59,25.0,54%,技术超跌
LV3,泉峰汽车,603982,5.73,7.03,22.7%,5.39,20.0,54%,技术超跌
LV3,甘化科工,000576,6.73,8.26,22.7%,6.36,25.3,54%,技术超跌
LV3,海洋王,002724,4.93,6.05,22.7%,4.66,25.0,54%,技术超跌
LV3,天威视讯,002238,5.51,6.76,22.6%,5.24,13.7,54%,技术超跌
LV3,两面针,600249,4.56,5.59,22.6%,4.31,17.9,54%,技术超跌
LV3,农发种业,600313,5.35,6.56,22.5%,5.06,20.4,54%,技术超跌
LV3,龙版传媒,605577,9.01,11.04,22.5%,8.53,25.0,54%,技术超跌
LV3,万和电气,002543,6.3,7.71,22.4%,6.07,25.8,54%,技术超跌
LV3,渝 开 发,000514,3.69,4.51,22.4%,3.49,20.4,54%,技术超跌
LV3,润邦股份,002483,4.98,6.09,22.3%,4.77,18.8,54%,技术超跌
LV3,垒知集团,002398,3.81,4.65,22.2%,3.6,15.8,54%,技术超跌
LV3,海南瑞泽,002596,2.94,3.59,22.2%,2.76,14.3,54%,技术超跌
LV3,深华发Ａ,000020,11.17,13.64,22.1%,10.46,29.3,54%,技术超跌
LV3,西部创业,000557,3.53,4.31,22.1%,3.34,17.5,54%,技术超跌
LV3,苏常柴Ａ,000570,4.78,5.83,22.0%,4.54,20.0,54%,技术超跌
LV3,嘉诚国际,603535,6.22,7.59,22.0%,5.83,30.0,54%,技术超跌
LV3,三和管桩,003037,5.58,6.8,21.8%,5.33,18.3,54%,技术超跌
LV3,哈空调,600202,4.63,5.64,21.8%,4.35,26.0,54%,技术超跌
LV3,三特索道,002159,12.81,15.61,21.8%,12.0,29.8,54%,技术超跌
LV3,双环科技,000707,4.39,5.34,21.7%,4.09,27.0,54%,技术超跌
LV3,沈阳机床,000410,4.77,5.81,21.7%,4.45,29.6,54%,技术超跌
LV3,茂硕电源,002660,6.65,8.1,21.7%,6.18,19.0,54%,技术超跌
LV3,保利联合,002037,6.34,7.71,21.7%,5.96,23.1,54%,技术超跌
LV3,华阳新材,600281,4.24,5.16,21.6%,4.0,18.9,54%,技术超跌
LV3,东鹏控股,003012,4.46,5.43,21.6%,4.2,24.0,54%,技术超跌
LV3,抚顺特钢,600399,4.22,5.13,21.5%,3.99,24.0,54%,技术超跌
LV3,日上集团,002593,4.04,4.91,21.5%,3.84,14.6,54%,技术超跌
LV3,友好集团,600778,5.07,6.16,21.5%,4.71,23.9,54%,技术超跌
LV3,新经典,603096,13.72,16.67,21.5%,12.85,20.9,54%,技术超跌
LV3,海南高速,000886,4.15,5.04,21.4%,3.95,20.0,54%,技术超跌
LV3,渝三峡Ａ,000565,5.86,7.12,21.4%,5.46,25.7,54%,技术超跌
LV3,百洋股份,002696,5.13,6.22,21.3%,4.82,23.5,54%,技术超跌
LV3,威奥股份,605001,5.58,6.77,21.3%,5.26,20.5,54%,技术超跌
LV3,天地科技,600582,4.47,5.42,21.3%,4.3,24.1,54%,技术超跌
LV3,兄弟科技,002562,4.45,5.39,21.2%,4.19,21.6,54%,技术超跌
LV3,青岛双星,000599,4.32,5.24,21.2%,4.11,20.0,54%,技术超跌
LV3,城市传媒,600229,4.76,5.76,21.1%,4.48,21.1,54%,技术超跌
LV3,七 匹 狼,002029,7.81,9.45,21.0%,7.25,24.5,54%,技术超跌
LV3,浔兴股份,002098,6.58,7.96,21.0%,6.17,24.0,54%,技术超跌
LV3,北京文化,000802,3.67,4.44,20.9%,3.34,26.4,54%,技术超跌
LV3,江西长运,600561,5.17,6.25,20.9%,4.81,26.8,54%,技术超跌
LV3,天府文旅,000558,3.26,3.94,20.9%,3.06,28.8,54%,技术超跌
LV3,新日股份,603787,9.3,11.25,20.9%,8.87,25.0,54%,技术超跌
LV3,大西洋,600558,4.98,6.02,20.9%,4.75,20.0,54%,技术超跌
LV3,海峡股份,002320,6.43,7.77,20.9%,6.11,25.0,54%,技术超跌
LV3,华帝股份,002035,4.59,5.54,20.7%,4.38,29.1,54%,技术超跌
LV3,湖北广电,000665,3.71,4.48,20.7%,3.5,15.2,54%,技术超跌
LV3,安正时尚,603839,5.95,7.18,20.7%,5.58,23.9,54%,技术超跌
LV3,中闽能源,600163,5.16,6.23,20.7%,4.96,25.8,54%,技术超跌
LV3,德联集团,002666,4.0,4.82,20.5%,3.78,14.6,54%,技术超跌
LV3,天元股份,003003,10.29,12.4,20.5%,9.56,23.6,54%,技术超跌
LV3,开创国际,600097,8.02,9.67,20.5%,7.56,23.5,54%,技术超跌
LV3,日月股份,603218,10.25,12.35,20.4%,9.84,25.3,54%,技术超跌
LV3,万年青,000789,3.87,4.66,20.4%,3.66,26.0,54%,技术超跌
LV3,新农开发,600359,5.59,6.73,20.4%,5.24,25.8,54%,技术超跌
LV3,内蒙一机,600967,11.02,13.27,20.4%,10.49,26.9,54%,技术超跌
LV3,国货航,001391,4.19,5.04,20.3%,3.97,29.5,54%,技术超跌
LV3,河化股份,000953,5.35,6.44,20.3%,5.02,29.5,54%,技术超跌
LV3,蓝丰生化,002513,4.92,5.91,20.2%,4.57,22.2,54%,技术超跌
LV3,海天股份,603759,7.06,8.49,20.2%,6.66,25.3,54%,技术超跌
LV3,峨眉山Ａ,000888,9.08,10.91,20.1%,8.66,22.4,54%,技术超跌
LV3,江苏国泰,002091,7.24,8.7,20.1%,7.01,25.0,54%,技术超跌
LV3,欣贺股份,003016,6.34,7.61,20.0%,5.95,29.2,54%,技术超跌
LV2,宝馨科技,002514,2.36,3.74,58.5%,1.99,31.4,51%,深度调整
LV2,嘉应制药,002198,3.18,5.03,58.1%,2.89,32.8,51%,深度调整
LV2,海程邦达,603836,8.1,12.41,53.2%,7.65,32.0,51%,深度调整
LV2,横店影视,603103,14.73,20.4,38.5%,13.86,33.8,51%,深度调整
LV2,江苏索普,600746,5.41,7.47,38.1%,5.05,30.8,51%,深度调整
LV2,冀凯股份,002691,4.17,5.68,36.3%,3.74,31.1,51%,深度调整
LV2,欢瑞世纪,000892,3.45,4.66,35.2%,3.18,30.8,51%,深度调整
LV2,浙江新能,600032,7.17,9.66,34.7%,6.76,31.8,51%,深度调整
LV2,国光股份,002749,8.1,10.78,33.1%,7.66,34.0,51%,深度调整
LV2,双象股份,002395,12.35,16.36,32.5%,11.32,34.1,51%,深度调整
LV2,苏利股份,603585,14.11,18.36,30.1%,13.12,31.4,51%,深度调整
LV2,派林生物,000403,9.09,11.78,29.6%,8.48,32.8,51%,深度调整
LV2,菜百股份,605599,14.02,18.1,29.1%,13.29,31.9,51%,深度调整
LV2,京山轻机,000821,7.66,9.86,28.7%,7.02,32.7,51%,深度调整
LV2,皇台酒业,000995,9.96,12.74,27.9%,9.18,31.6,51%,深度调整
LV2,亚玛顿,002623,15.71,20.08,27.8%,14.77,31.9,51%,深度调整
LV2,深康佳Ａ,000016,2.42,3.09,27.7%,2.1,34.8,51%,深度调整
LV2,电魂网络,603258,12.18,15.32,25.8%,11.65,32.9,51%,深度调整
LV2,邦基科技,603151,11.41,14.3,25.3%,10.66,30.4,51%,深度调整
LV2,好想你,002582,8.77,10.98,25.2%,8.15,33.3,51%,深度调整
LV2,西藏天路,600326,6.69,8.36,25.0%,6.18,32.2,51%,深度调整
LV2,新 华 都,002264,5.86,7.32,24.9%,5.48,34.2,51%,深度调整
LV2,天沃科技,002564,4.45,5.55,24.7%,4.16,31.3,51%,深度调整
LV2,中电鑫龙,002298,7.72,9.61,24.5%,7.15,33.0,51%,深度调整
LV2,星湖科技,600866,4.56,5.66,24.2%,4.24,33.8,51%,深度调整
LV2,播恩集团,001366,11.43,14.18,24.0%,10.46,31.1,51%,深度调整
LV2,华东数控,002248,9.09,11.25,23.8%,8.53,31.1,51%,深度调整
LV2,金逸影视,002905,6.96,8.61,23.7%,6.55,30.0,51%,深度调整
LV2,浙江震元,000705,6.15,7.59,23.5%,5.68,33.3,51%,深度调整
LV2,天顺股份,002800,13.54,16.65,23.0%,12.53,30.8,51%,深度调整
LV2,桃李面包,603866,3.8,4.65,22.5%,3.58,34.7,51%,深度调整
LV2,华昌化工,002274,4.82,5.86,21.7%,4.5,30.2,51%,深度调整
LV2,长青集团,002616,4.52,5.5,21.7%,4.23,33.3,51%,深度调整
LV2,富煌钢构,002743,4.05,4.92,21.5%,3.72,34.8,51%,深度调整
LV2,中水渔业,000798,7.27,8.83,21.5%,6.78,32.9,51%,深度调整
LV2,广联达,002410,8.39,10.17,21.3%,7.89,34.3,51%,深度调整
LV2,玲珑轮胎,601966,10.4,12.61,21.2%,9.9,34.6,51%,深度调整
LV2,万向德农,600371,6.51,7.87,20.9%,6.09,34.0,51%,深度调整
LV2,深粮控股,000019,5.8,6.99,20.6%,5.49,30.8,51%,深度调整
LV2,春雪食品,605567,8.34,10.04,20.4%,7.79,31.4,51%,深度调整
LV2,汉商集团,600774,6.59,7.93,20.3%,6.08,34.1,51%,深度调整
LV2,亚太科技,002540,4.8,5.77,20.3%,4.53,30.6,51%,深度调整
LV2,阳光乳业,001318,10.24,12.31,20.2%,9.59,32.1,51%,深度调整
LV2,南都物业,603506,9.81,11.8,20.2%,9.05,31.8,51%,深度调整
LV2,福建金森,002679,8.2,9.85,20.1%,7.62,30.2,51%,深度调整
LV2,民丰特纸,600235,5.2,6.24,20.0%,4.85,34.2,51%,深度调整
LV2,莱绅通灵,603900,5.84,7.01,20.0%,5.45,33.7,51%,深度调整
LV2,信隆健康,002105,5.06,6.07,19.9%,4.78,23.9,51%,深度调整
LV2,金健米业,600127,5.33,6.39,19.9%,5.01,30.9,51%,深度调整
LV2,丽尚国潮,600738,3.68,4.41,19.9%,3.48,20.0,51%,深度调整
LV2,黑芝麻,000716,4.22,5.06,19.8%,3.92,31.4,51%,深度调整
LV2,保利发展,600048,4.72,5.65,19.8%,4.49,25.0,51%,深度调整
LV2,思美传媒,002712,4.27,5.12,19.8%,4.02,20.0,51%,深度调整
LV2,爱婴室,603214,12.57,15.05,19.7%,11.76,31.1,51%,深度调整
LV2,蓝天燃气,605368,6.18,7.4,19.7%,5.91,16.7,51%,深度调整
LV2,奥佳华,002614,4.55,5.44,19.7%,4.29,32.7,51%,深度调整
LV2,钱江生化,600796,4.74,5.67,19.6%,4.49,21.7,51%,深度调整
LV2,九阳股份,002242,8.02,9.59,19.6%,7.64,26.4,51%,深度调整
LV2,宁波联合,600051,5.85,7.0,19.6%,5.47,31.8,51%,深度调整
LV2,中农立华,603970,9.93,11.88,19.6%,9.39,29.1,51%,深度调整
LV2,黄山胶囊,002817,6.11,7.31,19.6%,5.62,34.3,51%,深度调整
LV2,锦泓集团,603518,7.34,8.78,19.6%,6.93,26.2,51%,深度调整
LV2,上海九百,600838,7.37,8.8,19.5%,6.84,30.6,51%,深度调整
LV2,盛泰集团,605138,5.77,6.9,19.5%,5.36,28.1,51%,深度调整
LV2,标准股份,600302,8.41,10.05,19.4%,7.91,31.4,51%,深度调整
LV2,伟星新材,002372,8.28,9.88,19.3%,7.94,27.3,51%,深度调整
LV2,汇通集团,603176,4.37,5.21,19.3%,4.15,24.1,51%,深度调整
LV2,华银电力,600744,6.6,7.87,19.3%,6.08,25.5,51%,深度调整
LV2,王府井,600859,9.42,11.24,19.3%,8.93,25.7,51%,深度调整
LV2,深振业Ａ,000006,7.53,8.98,19.3%,7.08,34.3,51%,深度调整
LV2,李子园,605337,8.42,10.04,19.2%,7.95,29.2,51%,深度调整
LV2,大众交通,600611,3.86,4.6,19.2%,3.66,18.0,51%,深度调整
LV2,沙钢股份,002075,3.49,4.16,19.2%,3.27,33.3,51%,深度调整
LV2,同为股份,002835,11.92,14.21,19.2%,10.94,32.3,51%,深度调整
LV2,金枫酒业,600616,3.88,4.63,19.2%,3.64,24.5,51%,深度调整
LV2,菲达环保,600526,4.17,4.97,19.2%,3.97,15.8,51%,深度调整
LV2,德生科技,002908,6.71,7.99,19.1%,6.13,34.2,51%,深度调整
LV2,龙泉股份,002671,3.76,4.48,19.1%,3.57,16.1,51%,深度调整
LV2,富维股份,600742,7.38,8.78,18.9%,6.97,32.1,51%,深度调整
LV2,珠免集团,600185,4.59,5.45,18.8%,4.36,22.0,51%,深度调整
LV2,三峡旅游,002627,5.88,6.99,18.8%,5.53,27.0,51%,深度调整
LV2,广济药业,000952,5.69,6.76,18.8%,5.23,28.9,51%,深度调整
LV2,广百股份,002187,4.82,5.73,18.8%,4.51,25.0,51%,深度调整
LV2,徐家汇,002561,6.3,7.48,18.8%,5.94,20.9,51%,深度调整
LV2,苏豪时尚,600287,4.5,5.34,18.7%,4.26,22.7,51%,深度调整
LV2,信雅达,600571,10.13,12.02,18.7%,9.24,31.6,51%,深度调整
LV2,国芳集团,601086,6.83,8.1,18.6%,6.38,26.7,51%,深度调整
LV2,苏垦农发,601952,7.67,9.08,18.4%,7.29,26.5,51%,深度调整
LV2,京粮控股,000505,5.21,6.16,18.3%,4.87,33.3,51%,深度调整
LV2,锦江在线,600650,9.94,11.76,18.3%,9.34,29.7,51%,深度调整
LV2,春兰股份,600854,4.21,4.98,18.3%,3.95,31.7,51%,深度调整
LV2,天禾股份,002999,5.53,6.54,18.2%,5.17,31.1,51%,深度调整
LV2,上海物贸,600822,7.82,9.24,18.2%,7.41,20.0,51%,深度调整
LV2,得利斯,002330,3.63,4.29,18.2%,3.36,34.6,51%,深度调整
LV2,海欣食品,002702,4.59,5.43,18.2%,4.29,24.6,51%,深度调整
LV2,新天绿能,600956,7.09,8.37,18.1%,6.75,24.2,51%,深度调整
LV2,新华文轩,601811,11.1,13.1,18.0%,10.58,30.7,51%,深度调整
LV2,金自天正,600560,11.31,13.35,18.0%,10.59,23.5,51%,深度调整
LV2,国网英大,600517,4.8,5.67,18.0%,4.51,23.5,51%,深度调整
LV2,豪能股份,603809,8.94,10.55,18.0%,8.36,34.2,51%,深度调整
LV2,益盛药业,002566,6.3,7.43,17.9%,5.84,31.0,51%,深度调整
LV2,青岛食品,001219,11.79,13.9,17.9%,11.16,25.9,51%,深度调整
LV2,智能自控,002877,7.18,8.47,17.9%,6.78,20.0,51%,深度调整
LV2,北方导航,600435,11.29,13.29,17.7%,10.68,33.3,51%,深度调整
LV2,惠发食品,603536,8.08,9.51,17.7%,7.58,28.2,51%,深度调整
LV2,中牧股份,600195,6.05,7.12,17.6%,5.68,32.6,51%,深度调整
LV2,华茂股份,000850,3.63,4.27,17.6%,3.39,31.7,51%,深度调整
LV2,千方科技,002373,7.29,8.57,17.6%,6.95,21.8,51%,深度调整
LV2,道道全,002852,7.31,8.59,17.5%,6.88,29.5,51%,深度调整
LV2,湖南投资,000548,4.2,4.93,17.5%,3.95,22.9,51%,深度调整
LV2,陕西金叶,000812,3.21,3.77,17.5%,3.01,30.2,51%,深度调整
LV2,渤海股份,000605,5.53,6.5,17.5%,5.19,21.4,51%,深度调整
LV2,威帝股份,603023,3.77,4.43,17.5%,3.48,34.5,51%,深度调整
LV2,桂发祥,002820,8.67,10.19,17.5%,8.08,27.7,51%,深度调整
LV2,兰花科创,600123,5.54,6.51,17.4%,5.18,21.4,51%,深度调整
LV2,三六零,601360,8.83,10.37,17.4%,8.29,30.8,51%,深度调整
LV2,设计总院,603357,6.2,7.27,17.3%,5.92,24.6,51%,深度调整
LV2,弘业期货,001236,7.35,8.62,17.3%,6.62,34.0,51%,深度调整
LV2,天虹股份,002419,4.36,5.11,17.2%,4.11,25.0,51%,深度调整
LV2,物产金轮,002722,12.06,14.14,17.2%,11.45,20.8,51%,深度调整
LV2,新北洋,002376,5.76,6.75,17.2%,5.43,23.7,51%,深度调整
LV2,永艺股份,603600,9.17,10.75,17.2%,8.56,31.7,51%,深度调整
LV2,合兴包装,002228,3.05,3.57,17.1%,2.85,30.8,51%,深度调整
LV2,北纬科技,002148,6.05,7.09,17.1%,5.6,30.1,51%,深度调整
LV2,第一医药,600833,9.37,10.97,17.0%,8.75,29.7,51%,深度调整
LV2,外高桥,600648,8.27,9.67,16.9%,7.79,33.7,51%,深度调整
LV2,敦煌种业,600354,4.92,5.75,16.9%,4.62,32.1,51%,深度调整
LV2,苏盐井神,603299,8.92,10.43,16.9%,8.54,21.2,51%,深度调整
LV2,科华生物,002022,4.74,5.54,16.8%,4.42,30.1,51%,深度调整
